binomial_nomenclature,common_name,UTC,date,year,month,day,dayofyear,latitude,longitude,cloud_cover,temp_f,humidity,wind_direction_degrees,wind_speed_kmph,pressure_mb,dewpoint_f,head_index_f,percipitation_mm,visualbility_km,moon_phase,angler,angler_id,harvest_id
Lepomis marginatus,Dollar Sunfish,2017-06-10 16:10:06 UTC,20170610,2017,06,10,161,35.05752945,-88.63815308,4,83,66,202,7,1016,60,74,0,10,0.987249802,quiggifur,505122,6583921
Lepomis marginatus,Dollar Sunfish,2017-07-18 13:54:32 UTC,20170718,2017,07,18,199,33.97707989,-81.2288788,41,95,76,159,7,1018,73,91,1.8,9,0.30469923,nv_multispeciesfishing,535133,7102612
Lepomis marginatus,Dollar Sunfish,2017-07-28 16:49:00 UTC,20170728,2017,07,28,209,32.69191111,-94.1791,11,102,63,257,11,1012,73,98,0,10,0.31383395,cosmiccat,34728,7250553
Lepomis marginatus,Dollar Sunfish,2017-10-15 14:49:12 UTC,20171015,2017,10,15,288,33.83157167,-80.81210333,42,81,83,220,3,1020,63,71,0,10,0.18218927,johngrego,208854,8417261
Lepomis marginatus,Dollar Sunfish,2017-08-30 12:01:00 UTC,20170830,2017,08,30,242,31.98899722,-81.29145833,50,89,79,105,7,1017,70,84,4.8,19,0.611636758,letitbe793,498186,8576691
Lepomis megalotis,Longear Sunfish,2012-08-31 17:40:34 UTC,20120831,2012,08,31,244,29.718963,-99.549252,28,103,47,143,17,1011,65,93,0.2,10,0.997946937,kjhurme,5420,117988
Lepomis megalotis,Longear Sunfish,2010-09-12 14:18:39 UTC,20100912,2010,09,12,255,30.460682,-97.761889,19,91,80,173,7,1016,74,88,7.7,9,0.232435723,mikaelb,9685,200948
Lepomis megalotis,Longear Sunfish,2013-06-28 18:08:28 UTC,20130628,2013,06,28,179,28.537822,-97.043784,38,96,69,210,14,1013,71,90,0,8,0.652347534,corysan,18441,314827
Lepomis megalotis,Longear Sunfish,2013-06-29 17:17:55 UTC,20130629,2013,06,29,180,29.87006853,-96.15532652,12,110,50,114,16,1008,63,94,0,10,0.550767952,corysan,18441,315847
Lepomis megalotis,Longear Sunfish,2013-09-28 20:26:06 UTC,20130928,2013,09,28,271,29.461135,-99.69731833,63,88,84,152,15,1011,74,86,17.7,9,0.344195906,cullen,2281,412289
Lepomis megalotis,Longear Sunfish,2014-02-25 22:03:20 UTC,20140225,2014,02,25,56,30.94233333,-95.2535,92,67,95,76,8,1017,61,62,2.3,3,0.163639555,allenbartell,13257,546239
Lepomis megalotis,Longear Sunfish,2013-06-19 14:24:05 UTC,20130619,2013,06,19,170,30.256716,-95.567958,47,90,70,200,7,1015,72,89,2,10,0.795515787,mjk3000,32170,565103
Lepomis megalotis,Longear Sunfish,2014-05-16 15:13:37 UTC,20140516,2014,05,16,136,29.601525,-99.732424,0,88,38,190,17,1019,41,68,0,10,0.955013026,naiad2530,37153,679531
Lepomis megalotis,Longear Sunfish,2014-05-16 16:48:47 UTC,20140516,2014,05,16,136,29.616871,-99.744249,0,88,38,190,17,1019,41,68,0,10,0.951791473,kelshorn,37903,680728
Lepomis megalotis,Longear Sunfish,2014-07-17 16:04:08 UTC,20140717,2014,07,17,198,29.81276244,-95.61735596,38,93,76,160,13,1013,74,91,4.8,9,0.655468551,mjcasarez,11481,788667
Lepomis megalotis,Longear Sunfish,2014-07-17 17:37:57 UTC,20140717,2014,07,17,198,29.59717722,-95.28624954,39,94,74,161,14,1013,75,93,3,10,0.648428715,mjcasarez,11481,788755
Lepomis megalotis,Longear Sunfish,2014-07-17 23:25:43 UTC,20140717,2014,07,17,198,29.652751,-95.028355,37,94,75,158,16,1013,76,94,4.1,10,0.622190141,mjcasarez,11481,789436
Lepomis megalotis,Longear Sunfish,2014-07-18 14:22:47 UTC,20140718,2014,07,18,199,29.824225,-94.863936,40,89,80,202,12,1013,77,93,26.2,7,0.553989576,mjcasarez,11481,790248
Lepomis megalotis,Longear Sunfish,2014-07-17 17:35:00 UTC,20140717,2014,07,17,198,29.597691,-95.287178,39,94,74,161,14,1013,75,93,3,10,0.648650361,fdouglasmartin,10738,794993
Lepomis megalotis,Longear Sunfish,2014-08-03 15:41:38 UTC,20140803,2014,08,03,215,32.8050993,-96.8059608,10,93,62,40,11,1017,67,86,0,10,0.461481126,genebem,43801,814553
Lepomis megalotis,Longear Sunfish,2014-07-10 15:04:00 UTC,20140710,2014,07,10,191,30.29319167,-97.73806167,7,98,59,177,12,1016,66,88,0,10,0.949058079,cullen,2281,825978
Lepomis megalotis,Longear Sunfish,2014-08-16 15:20:37 UTC,20140816,2014,08,16,228,32.8045297,-96.8030791,22,106,50,206,15,1011,68,96,0.9,10,0.592382516,genebem,43801,833433
Lepomis megalotis,Longear Sunfish,2014-08-23 16:45:46 UTC,20140823,2014,08,23,235,30.457316,-97.762571,18,99,60,172,12,1014,68,89,0,9,0.033692622,oz4caster,46101,844792
Lepomis megalotis,Longear Sunfish,2014-09-09 20:50:42 UTC,20140909,2014,09,09,252,33.02412667,-95.270065,27,98,64,187,10,1013,70,91,0.1,10,0.990480895,fishesoftexas,10601,871863
Lepomis megalotis,Longear Sunfish,2014-09-09 22:48:26 UTC,20140909,2014,09,09,252,32.95052167,-94.57171167,27,97,64,180,9,1013,70,91,0.2,10,0.988518083,fishesoftexas,10601,871885
Lepomis megalotis,Longear Sunfish,2014-10-03 15:47:44 UTC,20141003,2014,10,03,276,32.8061797,-96.8015558,0,78,50,176,17,1017,48,70,0,10,0.707088463,genebem,43801,907816
Lepomis megalotis,Longear Sunfish,2014-10-11 13:48:46 UTC,20141011,2014,10,11,284,32.584633,-94.652012,56,76,89,296,9,1015,68,74,8.3,9,0.879166755,fishesoftexas,10601,1023090
Lepomis megalotis,Longear Sunfish,2014-10-11 16:40:06 UTC,20141011,2014,10,11,284,32.62761,-94.57793167,56,76,89,296,9,1015,68,74,8.3,9,0.870621301,fishesoftexas,10601,1023423
Lepomis megalotis,Longear Sunfish,2015-03-06 21:41:34 UTC,20150306,2015,03,06,65,28.37910667,-97.684295,17,56,53,52,16,1035,25,43,0,10,0.988257326,fishesoftexas,10601,1301815
Lepomis megalotis,Longear Sunfish,2015-03-19 18:32:58 UTC,20150319,2015,03,19,78,30.03641333,-97.31386667,98,75,90,189,15,1014,67,72,0.8,10,0.00595284,fishesoftexas,10601,1334021
Lepomis megalotis,Longear Sunfish,2015-04-17 15:51:23 UTC,20150417,2015,04,17,107,30.29681167,-97.56866333,79,77,93,148,12,1013,69,73,12.1,7,0.018029334,fishesoftexas,10601,1412320
Lepomis megalotis,Longear Sunfish,2015-03-19 19:25:56 UTC,20150319,2015,03,19,78,30.08212167,-97.39128,98,75,90,189,15,1014,67,72,0.8,10,0.005273965,fishesoftexas,10601,1418309
Lepomis megalotis,Longear Sunfish,2015-04-29 23:43:02 UTC,20150429,2015,04,29,119,30.45503321,-91.182699,24,73,73,336,14,1011,53,63,0,10,0.845497712,matthewherron,17201,1438434
Lepomis megalotis,Longear Sunfish,2015-04-30 00:08:34 UTC,20150429,2015,04,30,120,30.45509736,-91.1825562,24,73,73,336,14,1011,53,63,0,10,0.846710103,matthewherron,17201,1438436
Lepomis megalotis,Longear Sunfish,2015-05-02 21:39:27 UTC,20150502,2015,05,02,122,30.2599953,-94.2122919,32,83,67,142,7,1019,58,73,0,10,0.984668228,codyjanise,95303,1447448
Lepomis megalotis,Longear Sunfish,2015-05-02 23:18:27 UTC,20150502,2015,05,02,122,30.255189,-94.171584,32,83,67,142,7,1019,58,73,0,10,0.986259057,jandolli,95126,1450378
Lepomis megalotis,Longear Sunfish,2015-04-29 15:08:36 UTC,20150429,2015,04,29,119,32.587222,-97.102064,14,75,65,353,15,1017,48,64,0,10,0.820292789,andyk,30829,1451663
Lepomis megalotis,Longear Sunfish,2015-05-02 23:21:43 UTC,20150502,2015,05,02,122,30.31639,-94.17954,32,83,67,142,7,1019,58,73,0,10,0.986310051,nanofishology,90526,1452051
Lepomis megalotis,Longear Sunfish,2015-05-02 23:21:47 UTC,20150502,2015,05,02,122,30.31639,-94.17954,32,83,67,142,7,1019,58,73,0,10,0.986311091,nanofishology,90526,1452052
Lepomis megalotis,Longear Sunfish,2015-05-02 21:02:58 UTC,20150502,2015,05,02,122,30.316299,-94.17953,32,83,67,142,7,1019,58,73,0,10,0.984059892,fishesoftexas,10601,1460133
Lepomis megalotis,Longear Sunfish,2015-07-15 18:26:07 UTC,20150715,2015,07,15,196,29.85236,-99.28122167,19,96,63,172,22,1011,65,85,0,10,0.002716911,sarahroberts,38701,1772277
Lepomis megalotis,Longear Sunfish,2015-07-13 15:43:50 UTC,20150713,2015,07,13,194,30.76450333,-94.481755,10,100,65,229,9,1014,71,92,0,9,0.064701634,fishesoftexas,10601,1772534
Lepomis megalotis,Longear Sunfish,2015-07-13 17:30:37 UTC,20150713,2015,07,13,194,30.671369,-94.689016,8,101,65,226,9,1014,71,93,0,10,0.060916019,fishesoftexas,10601,1772890
Lepomis megalotis,Longear Sunfish,2015-07-16 13:29:34 UTC,20150716,2015,07,16,197,29.726697,-99.086482,36,92,67,161,18,1012,69,89,0,8,0.004086433,sarahroberts,38701,1772911
Lepomis megalotis,Longear Sunfish,2015-07-13 21:29:55 UTC,20150713,2015,07,13,194,30.51061333,-94.438975,10,100,65,229,9,1014,71,92,0,9,0.052848127,fishesoftexas,10601,1773062
Lepomis megalotis,Longear Sunfish,2015-07-13 21:29:55 UTC,20150713,2015,07,13,194,30.51061333,-94.438975,10,100,65,229,9,1014,71,92,0,9,0.052848127,fishesoftexas,10601,1773080
Lepomis megalotis,Longear Sunfish,2015-07-16 15:47:00 UTC,20150716,2015,07,16,197,30.741936,-98.36478397,15,99,59,184,21,1013,67,90,0,10,0.00513013,fishorwork,41957,1773102
Lepomis megalotis,Longear Sunfish,2015-07-14 15:21:44 UTC,20150714,2015,07,14,195,30.39172,-94.42002,25,98,71,207,10,1012,73,94,0,8,0.023885381,fishesoftexas,10601,1773225
Lepomis megalotis,Longear Sunfish,2015-07-05 14:14:26 UTC,20150705,2015,07,05,186,30.298528,-90.749538,70,87,84,177,6,1019,77,93,6.1,9,0.84345744,matthewherron,17201,1794298
Lepomis megalotis,Longear Sunfish,2015-07-05 16:37:19 UTC,20150705,2015,07,05,186,30.298528,-90.749538,70,87,84,177,6,1019,77,93,6.1,9,0.834971947,matthewherron,17201,1794303
Lepomis megalotis,Longear Sunfish,2015-07-27 23:10:05 UTC,20150727,2015,07,27,208,29.715321,-98.109362,31,101,63,154,18,1011,70,93,0,8,0.848240027,jeremymaikoetter,69593,1809334
Lepomis megalotis,Longear Sunfish,2015-08-02 07:43:00 UTC,20150802,2015,08,02,214,32.698564,-94.111143,7,102,36,92,6,1012,54,89,0,10,0.95001191,cosmiccat,34728,1826935
Lepomis megalotis,Longear Sunfish,2015-07-30 14:24:58 UTC,20150730,2015,07,30,211,30.562637,-98.191043,22,100,42,166,12,1016,62,92,0.1,10,0.988310437,fishesoftexas,10601,1835672
Lepomis megalotis,Longear Sunfish,2015-07-30 16:43:49 UTC,20150730,2015,07,30,211,30.537822,-98.175958,21,100,43,163,12,1016,63,93,0,10,0.99046887,fishesoftexas,10601,1835756
Lepomis megalotis,Longear Sunfish,2015-07-30 19:28:48 UTC,20150730,2015,07,30,211,30.582233,-98.227474,22,100,42,166,12,1016,62,92,0.1,10,0.992714161,fishesoftexas,10601,1837718
Lepomis megalotis,Longear Sunfish,2015-07-30 20:38:46 UTC,20150730,2015,07,30,211,30.568853,-98.281372,18,100,41,163,13,1016,61,92,0,10,0.993560574,fishesoftexas,10601,1837851
Lepomis megalotis,Longear Sunfish,2015-08-02 20:14:43 UTC,20150802,2015,08,02,214,30.7539,-94.57671,3,104,38,81,8,1011,55,91,0,10,0.919381029,fishesoftexas,10601,1838381
Lepomis megalotis,Longear Sunfish,2015-08-02 22:23:18 UTC,20150802,2015,08,02,214,30.78283,-94.41148,3,104,38,81,8,1011,55,91,0,10,0.913461838,fishesoftexas,10601,1838626
Lepomis megalotis,Longear Sunfish,2015-08-03 14:56:38 UTC,20150803,2015,08,03,215,30.334534,-94.204558,8,103,61,201,8,1012,69,95,0,10,0.861596563,fishesoftexas,10601,1840816
Lepomis megalotis,Longear Sunfish,2015-08-03 16:10:54 UTC,20150803,2015,08,03,215,30.34682,-94.2394,8,103,61,201,8,1012,69,95,0,10,0.857310747,fishesoftexas,10601,1840840
Lepomis megalotis,Longear Sunfish,2015-08-03 18:51:52 UTC,20150803,2015,08,03,215,30.39864,-94.26455,8,103,61,201,8,1012,69,95,0,10,0.847841767,fishesoftexas,10601,1841185
Lepomis megalotis,Longear Sunfish,2015-08-03 19:44:50 UTC,20150803,2015,08,03,215,30.397581,-94.264755,8,103,61,201,8,1012,69,95,0,10,0.844673265,fishesoftexas,10601,1841392
Lepomis megalotis,Longear Sunfish,2015-08-03 21:00:10 UTC,20150803,2015,08,03,215,30.41212,-94.2324,8,103,61,201,8,1012,69,95,0,10,0.840122793,fishesoftexas,10601,1841464
Lepomis megalotis,Longear Sunfish,2015-08-03 22:49:22 UTC,20150803,2015,08,03,215,30.2873,-94.18954,8,103,61,201,8,1012,69,95,0,10,0.833436608,fishesoftexas,10601,1841565
Lepomis megalotis,Longear Sunfish,2015-08-04 19:08:34 UTC,20150804,2015,08,04,216,30.255712,-94.172777,32,99,67,203,8,1013,72,94,0.5,9,0.752384451,fishesoftexas,10601,1841723
Lepomis megalotis,Longear Sunfish,2015-08-02 18:54:13 UTC,20150802,2015,08,02,214,30.72259,-94.64514,3,104,38,81,8,1011,55,91,0,10,0.922988412,fishesoftexas,10601,1851278
Lepomis megalotis,Longear Sunfish,2015-08-16 01:03:15 UTC,20150815,2015,08,16,228,30.682584,-97.643755,41,98,59,190,12,1014,68,92,0.3,9,0.019168011,fishesoftexas,10601,1869811
Lepomis megalotis,Longear Sunfish,2015-07-31 21:33:35 UTC,20150731,2015,07,31,212,30.28482,-97.734528,23,102,40,56,12,1015,64,96,2.1,10,0.996064885,bennypoo,87743,1872680
Lepomis megalotis,Longear Sunfish,2015-08-17 00:04:57 UTC,20150816,2015,08,17,229,30.45677026,-91.18343285,81,89,78,163,6,1017,72,85,32.6,8,0.051965039,matthewherron,17201,1896249
Lepomis megalotis,Longear Sunfish,2015-08-29 13:30:00 UTC,20150829,2015,08,29,241,30.263215,-97.737101,18,98,54,175,14,1015,64,86,0,10,0.998778211,sheliahargis,17564,1904478
Lepomis megalotis,Longear Sunfish,2015-08-23 00:48:20 UTC,20150822,2015,08,23,235,30.153542,-97.811662,30,98,69,176,20,1013,72,91,0,10,0.522836921,fishesoftexas,10601,1915282
Lepomis megalotis,Longear Sunfish,2015-09-03 22:26:34 UTC,20150903,2015,09,03,246,30.11940765,-95.17388916,79,86,86,122,8,1015,73,84,10.3,10,0.662197225,japlaca,53237,1922157
Lepomis megalotis,Longear Sunfish,2015-10-08 03:51:34 UTC,20151007,2015,10,08,281,29.77692833,-98.70881667,64,87,53,107,8,1017,56,76,0,10,0.196291528,nowcolorado,16534,2086132
Lepomis megalotis,Longear Sunfish,2015-10-02 23:57:09 UTC,20151002,2015,10,02,275,34.84833,-100.0634217,76,71,60,77,16,1020,46,60,4.1,10,0.697398406,fishesoftexas,10601,2105919
Lepomis megalotis,Longear Sunfish,2015-10-03 13:36:47 UTC,20151003,2015,10,03,276,35.517561,-100.466493,100,67,73,78,12,1016,48,56,7,10,0.638312192,fishesoftexas,10601,2112096
Lepomis megalotis,Longear Sunfish,2015-10-03 17:48:15 UTC,20151003,2015,10,03,276,35.44690167,-100.0226333,100,67,73,78,12,1016,48,56,7,10,0.61995857,fishesoftexas,10601,2113502
Lepomis megalotis,Longear Sunfish,2015-11-15 15:08:14 UTC,20151115,2015,11,15,319,29.77678064,-100.1476279,100,62,89,142,18,1020,54,57,2.4,5,0.149653769,dsruppel,78086,2383312
Lepomis megalotis,Longear Sunfish,2015-12-28 21:37:57 UTC,20151228,2015,12,28,362,29.847555,-99.97722667,38,42,88,301,24,1015,30,33,0.3,10,0.871161517,kjhurme,5420,2511652
Lepomis megalotis,Longear Sunfish,2016-02-01 19:52:49 UTC,20160201,2016,02,01,32,30.45722,-97.76253167,13,75,74,156,17,1008,50,62,0,10,0.43702533,oz4caster,46101,2640425
Lepomis megalotis,Longear Sunfish,2016-02-17 17:51:19 UTC,20160217,2016,02,17,48,32.72496414,-96.90315247,7,68,51,150,11,1023,37,56,0,10,0.754779115,anadenova,175666,2691501
Lepomis megalotis,Longear Sunfish,2016-03-08 21:16:37 UTC,20160308,2016,03,08,68,30.263381,-97.768091,88,79,87,165,26,1006,66,72,1.8,6,0.000515811,confrench33,14403,2763022
Lepomis megalotis,Longear Sunfish,2015-08-27 17:38:32 UTC,20150827,2015,08,27,239,29.73544523,-99.94927884,38,95,65,180,12,1016,67,85,0,10,0.938671943,johnkarges,18994,2763505
Lepomis megalotis,Longear Sunfish,2016-04-08 22:10:00 UTC,20160408,2016,04,08,99,30.2222235,-97.40955203,63,80,55,99,14,1019,48,67,0,10,0.033823176,jakegthatsme,180686,2902001
Lepomis megalotis,Longear Sunfish,2016-04-10 16:36:59 UTC,20160410,2016,04,10,101,30.28106916,-97.73370017,85,83,78,176,24,1014,63,72,0.2,10,0.150880468,blair4,208726,2911348
Lepomis megalotis,Longear Sunfish,2016-04-10 15:39:09 UTC,20160410,2016,04,10,101,30.28063876,-97.73411439,85,83,78,176,24,1014,63,72,0.2,10,0.147486645,jbrennan,148339,2911531
Lepomis megalotis,Longear Sunfish,2016-04-10 17:38:41 UTC,20160410,2016,04,10,101,30.28084667,-97.73433,85,83,78,176,24,1014,63,72,0.2,10,0.154531803,cohen,10505,2914892
Lepomis megalotis,Longear Sunfish,2016-04-08 21:09:00 UTC,20160408,2016,04,08,99,30.22216,-97.40966,63,80,55,99,14,1019,48,67,0,10,0.031969026,fishesoftexas,10601,2982290
Lepomis megalotis,Longear Sunfish,2016-04-08 23:39:12 UTC,20160408,2016,04,08,99,30.229116,-97.519077,63,80,55,99,14,1019,48,67,0,10,0.036624186,fishesoftexas,10601,2983119
Lepomis megalotis,Longear Sunfish,2016-04-15 18:31:42 UTC,20160415,2016,04,15,106,30.44227,-101.72088,9,84,65,139,25,1007,57,71,0,9,0.66392295,fishesoftexas,10601,2984569
Lepomis megalotis,Longear Sunfish,2016-04-15 22:01:12 UTC,20160415,2016,04,15,106,30.44522,-101.720729,9,84,65,139,25,1007,57,71,0,9,0.677588315,fishesoftexas,10601,2984847
Lepomis megalotis,Longear Sunfish,2016-04-16 20:50:10 UTC,20160416,2016,04,16,107,30.65965,-101.77029,52,78,75,187,24,1006,60,69,0.5,9,0.761619955,fishesoftexas,10601,2985127
Lepomis megalotis,Longear Sunfish,2016-04-24 19:14:43 UTC,20160424,2016,04,24,115,30.28041458,-90.73466492,41,84,70,138,7,1015,59,72,0,10,0.93924499,matthewherron,17201,3034929
Lepomis megalotis,Longear Sunfish,2016-04-28 19:28:56 UTC,20160428,2016,04,28,119,28.49664,-96.84357,92,84,90,115,17,1008,74,83,0.6,8,0.640324238,fishesoftexas,10601,3111585
Lepomis megalotis,Longear Sunfish,2016-05-07 00:26:40 UTC,20160506,2016,05,07,128,38.48506941,-85.62387717,13,71,69,319,12,1014,47,59,0.1,10,0.00222574,gmccurdy,229615,3115961
Lepomis megalotis,Longear Sunfish,2016-06-25 15:33:55 UTC,20160625,2016,06,25,177,33.36526279,-86.80568233,41,94,65,279,4,1017,72,91,2.4,10,0.729122328,chris96,245511,3519856
Lepomis megalotis,Longear Sunfish,2016-07-07 22:00:00 UTC,20160707,2016,07,07,189,30.5831109,-97.8823647,38,96,71,181,23,1013,72,89,0,10,0.138261925,bethd,13713,3636114
Lepomis megalotis,Longear Sunfish,2016-04-15 07:12:00 UTC,20160415,2016,04,15,106,32.88810786,-96.73193233,44,83,71,117,13,1012,59,71,0,10,0.618306438,wilddallas,264768,3664824
Lepomis megalotis,Longear Sunfish,2016-06-23 15:49:16 UTC,20160623,2016,06,23,175,30.22943599,-97.51894891,47,93,74,168,15,1016,72,88,0,10,0.892773934,mako252,18812,3719235
Lepomis megalotis,Longear Sunfish,2016-07-22 01:13:00 UTC,20160721,2016,07,22,204,32.72462044,-96.90342665,0,97,48,202,11,1017,68,92,0,10,0.948692496,tadamcochran,13118,3728529
Lepomis megalotis,Longear Sunfish,2016-05-25 23:30:00 UTC,20160525,2016,05,25,146,28.73227184,-97.16374417,100,89,86,151,19,1015,76,86,0.9,7,0.841704112,fishesoftexas,10601,3845422
Lepomis megalotis,Longear Sunfish,2016-06-26 19:17:00 UTC,20160626,2016,06,26,178,36.1440629,-94.47584242,44,92,73,217,11,1017,71,86,0.4,8,0.609060348,chinquapin,300377,3853914
Lepomis megalotis,Longear Sunfish,2016-06-06 19:00:00 UTC,20160606,2016,06,06,158,36.14440188,-94.4661117,38,84,76,232,5,1012,59,72,0.1,6,0.040791692,chinquapin,300377,3853918
Lepomis megalotis,Longear Sunfish,2016-05-25 23:45:00 UTC,20160525,2016,05,25,146,28.73227184,-97.16374417,100,89,86,151,19,1015,76,86,0.9,7,0.840931943,fishesoftexas,10601,3861751
Lepomis megalotis,Longear Sunfish,2016-08-28 15:45:00 UTC,20160828,2016,08,28,241,31.13782845,-98.58229373,26,91,72,86,10,1016,68,81,0.7,9,0.14775308,kucycads,9531,3983429
Lepomis megalotis,Longear Sunfish,2016-06-15 16:55:14 UTC,20160615,2016,06,15,167,31.63864,-94.41483,44,92,79,215,13,1013,74,89,0.1,10,0.799817617,fishesoftexas,10601,3989202
Lepomis megalotis,Longear Sunfish,2016-06-15 22:33:20 UTC,20160615,2016,06,15,167,31.57746,-94.89181,47,93,78,203,12,1013,74,88,0.3,9,0.817218844,fishesoftexas,10601,3996136
Lepomis megalotis,Longear Sunfish,2016-06-15 23:35:02 UTC,20160615,2016,06,15,167,31.50905,-95.04507,47,93,78,203,12,1013,74,88,0.3,9,0.820330505,fishesoftexas,10601,3996534
Lepomis megalotis,Longear Sunfish,2016-06-16 14:02:49 UTC,20160616,2016,06,16,168,31.13281,-94.81039,34,96,74,208,9,1014,73,90,0.1,9,0.86186518,fishesoftexas,10601,3996914
Lepomis megalotis,Longear Sunfish,2016-06-16 16:25:23 UTC,20160616,2016,06,16,168,31.0502,-94.82414,35,97,74,206,9,1014,74,90,0.1,8,0.868269345,fishesoftexas,10601,3997449
Lepomis megalotis,Longear Sunfish,2016-08-31 22:09:32 UTC,20160831,2016,08,31,244,39.64442428,-85.41365841,91,80,90,322,10,1014,70,75,10.4,7,0.002260886,benking,290504,4004707
Lepomis megalotis,Longear Sunfish,2016-08-02 16:56:00 UTC,20160802,2016,08,02,215,35.59727842,-92.45329857,0,90,54,247,4,1016,70,86,0,10,0.000943191,mfria631,318214,4009573
Lepomis megalotis,Longear Sunfish,2016-08-06 17:23:00 UTC,20160806,2016,08,06,219,31.16355667,-94.95407333,4,101,61,228,8,1014,72,92,1,10,0.151089932,sarahroberts,38701,4017319
Lepomis megalotis,Longear Sunfish,2016-08-05 22:56:01 UTC,20160805,2016,08,05,218,31.14193833,-94.90159,12,100,67,207,6,1013,74,94,0,10,0.100435866,sarahroberts,38701,4017365
Lepomis megalotis,Longear Sunfish,2016-08-05 20:37:17 UTC,20160805,2016,08,05,218,31.15716,-94.90667667,8,100,63,212,8,1013,73,94,0,10,0.094671946,sarahroberts,38701,4018553
Lepomis megalotis,Longear Sunfish,2016-08-26 16:49:54 UTC,20160826,2016,08,26,239,36.083413,-85.82642,31,88,79,53,5,1018,74,88,4.3,10,0.32899001,finatic,10285,4093891
Lepomis megalotis,Longear Sunfish,2016-08-26 16:50:04 UTC,20160826,2016,08,26,239,36.083313,-85.826437,31,88,79,53,5,1018,74,88,4.3,10,0.3289778,finatic,10285,4093893
Lepomis megalotis,Longear Sunfish,2011-04-29 13:25:00 UTC,20110429,2011,04,29,119,32.68157437,-97.42624283,1,87,48,169,25,1013,45,67,0,10,0.124918313,eangler,304765,4175866
Lepomis megalotis,Longear Sunfish,2016-09-30 21:57:39 UTC,20160930,2016,09,30,274,33.89629581,-96.82151881,0,79,56,240,7,1021,49,66,0,10,0.000460854,lintonma,342511,4240046
Lepomis megalotis,Longear Sunfish,2016-09-30 21:58:28 UTC,20160930,2016,09,30,274,33.87992,-96.80226333,0,79,56,240,7,1021,49,66,0,10,0.000460036,davis04,342113,4240059
Lepomis megalotis,Longear Sunfish,2016-10-18 15:47:51 UTC,20161018,2016,10,18,292,30.63556333,-97.54256333,73,92,85,187,16,1011,70,83,0.5,8,0.909093396,marillionjade24,143755,4385585
Lepomis megalotis,Longear Sunfish,2016-10-18 15:51:23 UTC,20161018,2016,10,18,292,30.63550333,-97.542495,73,92,85,187,16,1011,70,83,0.5,8,0.908922439,marillionjade24,143755,4385590
Lepomis megalotis,Longear Sunfish,2016-08-04 18:15:39 UTC,20160804,2016,08,04,217,31.47664,-94.749953,0,101,57,210,8,1013,71,94,0,10,0.039674164,sarahroberts,38701,4446821
Lepomis megalotis,Longear Sunfish,2016-09-15 13:44:54 UTC,20160915,2016,09,15,259,31.201166,-94.862899,4,90,60,65,5,1015,71,85,0,10,0.979375549,sarahroberts,38701,4452009
Lepomis megalotis,Longear Sunfish,2016-07-13 10:35:00 UTC,20160713,2016,07,13,195,37.1801678,-86.11207366,16,93,77,225,13,1016,71,87,0,10,0.633243473,flabellare223,359145,4456990
Lepomis megalotis,Longear Sunfish,2016-10-18 18:37:15 UTC,20161018,2016,10,18,292,33.894642,-97.990054,15,87,72,238,13,1008,65,78,0,10,0.900741745,sarahroberts,38701,4469284
Lepomis megalotis,Longear Sunfish,2016-10-21 15:31:09 UTC,20161021,2016,10,21,295,34.08931,-98.76244,0,71,66,168,9,1025,45,60,0,10,0.627002633,fishesoftexas,10601,4832311
Lepomis megalotis,Longear Sunfish,2016-10-21 17:00:55 UTC,20161021,2016,10,21,295,34.06458,-98.55688,0,71,69,164,8,1025,46,60,0,10,0.620212543,fishesoftexas,10601,4832396
Lepomis megalotis,Longear Sunfish,2016-12-27 05:49:41 UTC,20161226,2016,12,27,362,32.86292766,-96.62485048,97,68,65,307,12,1020,51,64,3.1,7,0.040561079,marshallarnwine,315892,4848946
Lepomis megalotis,Longear Sunfish,2016-10-21 21:17:52 UTC,20161021,2016,10,21,295,33.79948,-97.31268,0,68,63,120,7,1025,43,56,0,10,0.600727373,fishesoftexas,10601,4899850
Lepomis megalotis,Longear Sunfish,2016-10-21 22:59:47 UTC,20161021,2016,10,21,295,33.79426,-97.05632,0,72,63,123,7,1025,42,57,0,9,0.592984217,fishesoftexas,10601,4903281
Lepomis megalotis,Longear Sunfish,2016-10-20 19:41:09 UTC,20161020,2016,10,20,294,33.89465,-97.54938,28,73,74,7,21,1022,54,69,29.6,8,0.71534169,fishesoftexas,10601,4903414
Lepomis megalotis,Longear Sunfish,2016-10-20 22:40:03 UTC,20161020,2016,10,20,294,33.89072,-97.76358,28,73,74,7,21,1022,54,69,29.6,8,0.702333562,fishesoftexas,10601,4903865
Lepomis megalotis,Longear Sunfish,2016-10-22 14:42:31 UTC,20161022,2016,10,22,296,33.806998,-96.563009,0,76,49,198,13,1021,42,65,0,10,0.521384269,fishesoftexas,10601,4918733
Lepomis megalotis,Longear Sunfish,2016-10-22 17:01:37 UTC,20161022,2016,10,22,296,33.63376,-96.49821,0,76,49,198,13,1021,42,65,0,10,0.510878336,fishesoftexas,10601,4918882
Lepomis megalotis,Longear Sunfish,2016-06-04 15:43:00 UTC,20160604,2016,06,04,156,33.75507608,-98.38449128,43,81,81,133,8,1013,67,73,0.9,6,0.004985425,dhalter,100139,4945650
