dayofyear,angler,harvest_size,month,cloud_cover,temp_f,humidity,wind_direction_degrees,wind_speed_kmph,pressure_mb,dewpoint_f,head_index_f,percipitation_mm,visualbility_km,moon_phase,angler_id,harvest_id
197,donquixote,1,07,67,97,81,56,6,1013,76,94,7.1,5,0.483120035,77664,7092929
197,finatic,1,07,38,95,67,233,13,1016,74,95,5.3,10,0.001699461,10285,1946407
197,fishorwork,1,07,15,99,59,184,21,1013,67,90,0,10,0.00513013,41957,1773102
197,pmiller3825,1,07,6,81,68,224,5,1017,52,68,0,10,0.004351986,80859,1769402
197,pmk00001,3,03,17,91.33333333,59.33333333,121.6666667,11.33333333,1015,61,80.66666667,0,10,0.179081809,204678,6485025.333
197,robbuckbirder,1,07,16,72,76,279,21,1011,56,65,0.1,10,0.788185115,179426,4866117
197,rosemary_smith,2,07,9,78,64,308,6,1018,39,57,3.2,10,0.508694343,153596,7081437.5
197,rpburkert,2,07,45,80,80,307,10,1016,62,74,0.2,6,0.586492271,625987,9140756.5
197,sarahroberts,5,07,36,92,67,161,18,1012,69,89,0,8,0.004342861,38701,1772908.6
197,seanpmyers,1,07,11,97,54,250,10,1013,68,92,2.8,10,0.826437521,150739,3697858
197,tyjamison,1,07,38,92,73,232,7,1018,67,84,0,6,0.581382125,607058,7898780
197,umpquamatt,1,07,13,82,68,326,8,1022,48,66,0,8,0.586232224,416993,7211184
198,benlabay,2,07,38,93,76,160,13,1013,74,91,4.8,9,0.655756408,10602,789522.5
198,benzintr,2,07,48,90,79,195,7,1017,66,80,0.4,8,0.025734921,79060,1773724.5
198,cosmiccat,3,07,40,98,70,66,7,1013,72,93,1.7,10,0.479774239,34728,7085272.667
198,danjleavitt,2,07,34.5,96.5,70,108.5,8.5,1012,73,93,10,9.5,0.374769515,3288,7097529
198,diskus,1,07,0,82,68,325,21,1014,52,69,0,10,0.371368284,229319,7107102
198,fdouglasmartin,1,07,39,94,74,161,14,1013,75,93,3,10,0.648650361,10738,794993
198,matthew82,1,07,61,92,69,237,6,1015,68,83,3.3,10,0.887183096,294403,3828232
198,mjcasarez,6,07,36.66666667,94,74.16666667,160.6666667,14.5,1013,75,93.16666667,3.4,9.833333333,0.644188038,11481,788885.1667
198,mrjohn,1,07,49,89,80,275,15,1005,70,82,0.3,8,0.016909891,116101,1773003
198,nofrakes,1,07,0,72,15,238,14,1014,23,66,0,10,0.897330109,153982,3770251
198,robbuckbirder,2,07,12,91,74,270,11,1021,67,79,0.5,10,0.68589123,179426,4890469
198,tortuga_rapido,5,07,22,78,71,234,10,1017,61,74,1.7,10,0.892019452,10162,3688277.6
198,wayne13114,1,07,50,85,75,177,23,1014,63,75,3.8,10,0.031103378,281081,3965001
199,amlambert11,5,07,16,103,67,238,5,1016,70,93,0,8,0.293894529,183583,7107267.6
199,bluegill,1,07,42,89,72,308,12,1004,63,77,1.9,9,0.042451754,157966,2449624
199,finatic,4,07,32.5,92.5,74.5,167.5,13.5,1017,76.5,96.5,12.05,9.5,0.074254218,10285,1946683
199,fishyfish,1,07,5,97,74,45,2,1018,63,81,2.8,8,0.280708655,545561,7327642
199,jadynmercedes,1,07,9,88,60,68,13,1015,56,75,1.5,10,0.288647628,308759,7243927
199,jason-horne,1,07,19,89,83,172,6,1017,71,83,1.6,9,0.302427881,532305,7104261
199,jokurtz,1,07,36,92,82,284,10,1013,73,85,6.1,9,0.892626205,267179,3636135
199,koinpro,1,07,79,84,67,188,14,1018,60,73,1.3,10,0.948023525,284003,4485893
199,kueda,1,07,65,87,85,207,4,1018,65,78,2.8,6,0.295753861,1,7103780
199,mikeyann118,1,07,3,84,47,70,7,1014,40,71,0,10,0.078775796,43336,4026463
199,mjcasarez,7,07,39.57142857,89.85714286,80,203.1428571,11.85714286,1013,77,93.42857143,26.54285714,7.142857143,0.543758832,11481,790353.7143
199,mmulqueen,1,07,38,72,83,125,15,1014,57,63,0.1,10,0.314836619,384718,7137396
199,nv_multispeciesfishing,1,07,41,95,76,159,7,1018,73,91,1.8,9,0.30469923,535133,7102612
199,quiggifur,1,07,24,101,65,272,6,1015,72,95,0.7,10,0.06176863,505122,6563726
199,skrentnyjeff,2,07,13,94,81,223,18,1011,76,93,0,10,0.078162362,257635,4726390.5
199,tommorris,2,07,26,96,81,80,4,1015,76,95,3.7,8,0.261270002,400323,7112568
199,yasingi,1,07,53,87,83,215,3,1018,64,77,1.6,8,0.295730364,8956,7549205
200,adrozdowicz,1,07,7,89,81,276,9,1017,73,85,0.6,10,0.194942139,529076,7370180
200,danjleavitt,1,07,23,99,68,168,9,1018,73,95,0.1,9,0.190845823,3288,7125574
200,fdouglasmartin,1,07,6,97,54,165,10,1014,64,87,0,10,0.998962191,10738,164319
200,jovy,1,07,12,99,69,193,5,1017,73,95,1.5,8,0.201584693,536875,7116547
200,lsteinwachs,1,07,24,95,71,315,7,1012,73,92,4.6,10,0.003971976,8216,103054
200,nv_multispeciesfishing,2,07,13,99,70,253,6,1018,72,92,4.8,9,0.183792415,535133,7120413
200,parten,1,07,50,97,74,166,13,1017,73,91,0.1,8,0.960598069,251914,3698507
200,robbuckbirder,1,07,50,86,84,273,13,1016,69,78,0.5,8,0.804879545,179426,4890374
200,steven_wilson,1,07,9,92,65,272,12,1013,66,83,1.3,10,0.013451795,410670,5158725
200,temcq,1,07,0,79,43,229,8,1014,29,62,0,10,0.209802184,536198,7130589
201,anna120,1,07,38,89,85,264,14,1013,74,86,8.5,8,0.087548502,456240,7139991
201,cmus,1,07,6,99,58,190,18,1013,67,91,0,10,0.20880298,111379,1809479
201,fishesoftexas,10,07,0,99,53,171,13,1017,68,93,0,10,0.102290716,10601,7310777.9
201,johnwampler,1,07,14,84,90,238,10,1015,71,81,6,9,0.099266278,547587,7149484
201,koinpro,3,07,32,87,91,256,14,1014,75,86,15.8,6,0.092256285,284003,7139158
201,lmkp,1,07,0,91,32,139,7,1014,41,76,0,10,0.09227984,145312,7669713
201,robert1971,1,07,0,96,72,338,3,1019,67,86,0.1,9,0.086010366,421960,7160697
201,robinsleith,1,07,39,82,74,290,8,1012,59,74,0.4,7,0.117199661,526250,7204518
201,slusarzc,1,07,49,75,53,305,9,1020,50,69,0,10,0.998676039,311811,3947739
201,tfandre,1,07,4,100,54,185,15,1017,71,98,0,10,0.101251379,269263,7158512
201,troutbum1374,2,07,36,89,74,304,11,1007,69,86,1.8,10,0.217252425,114381,1785133
202,camelcreek,1,07,0,87,64,121,6,1023,58,75,0,10,0.986753202,59817,3713905
202,fishesoftexas,23,07,8.043478261,98.17391304,52.34782609,172.173913,15.30434783,1014.521739,68.04347826,93.82608696,1.108695652,10,0.051010451,10601,7318429.348
202,kkc,1,07,92,70,88,288,11,1013,61,66,5.2,9,0.040184242,535441,7146296
202,laligurans,2,07,23,96,65,238.5,9,1011,72,93.5,0.2,10,0.643155065,346752,4361543
202,loarie,1,07,0,77,40,232,12,1019,34,64,0,10,0.989123169,477,3726491
202,nv_multispeciesfishing,1,07,31,106,46,270,16,1007,67,100,3.5,10,0.263552656,535133,7092398
202,tortuga_rapido,1,07,12,88,77,335,8,1014,72,87,0.2,10,0.051298821,10162,7156613
203,bassmattster,1,07,4,98,68,211,5,1015,73,94,1.9,10,0.003250996,530560,7182795
203,daniel_folds,6,07,16,96,74,200,6,1015,74,94,1.1,10,0.004490563,269252,7174830
203,ekmoody,1,07,25,68,83,199,16,1015,58,63,4.4,10,0.000381426,382741,4889342
203,jdoane,2,07,13,98,77,197,19,1013,76,95,0,10,0.967073392,253071,3715175.5
203,jokurtz,2,07,29,80,82,188,13,1012,61,69,3.2,9,0.998213733,267179,3636168.5
203,kyle109,1,07,64,93,59,272,8,1020,59,78,0,10,0.006899218,582103,7509876
203,lkats,1,07,24,100,60,208,9,1011,70,96,3.7,10,0.009343605,516297,7506923
203,pmk00001,3,07,35,94.33333333,70.66666667,119,8.666666667,1010.666667,73,92.66666667,20.53333333,9,0.009952946,204678,7517746
203,theron2,1,07,33,89,88,252,11,1009,74,88,11.8,9,0.003054359,291819,7293168
203,wyatt4,1,07,0,89,36,283,8,1014,42,73,0,10,0.984789904,275724,3723699
203,zaccota,1,07,30,77,76,293,8,1011,58,70,0.4,7,0.01194037,12036,7168224
204,amplex4love,1,07,0,80,19,231,9,1012,16,62,0,10,0.834014214,5504,5095322
204,cullen,1,07,0,101,52,184,12,1018,66,90,0,10,0.944092793,2281,3719379
204,stevelife3,1,07,34,79,70,169,7,1011,58,71,0.3,9,0.000766387,386070,7187902
204,steven_wilson,1,07,56,89,80,194,5,1021,67,76,0.1,8,0.127508806,410670,5464417
204,tadamcochran,1,07,0,97,48,202,11,1017,68,92,0,10,0.948692496,13118,3728529
204,tradie,1,07,32,88,88,311,11,1010,75,86,0.7,8,0.003616814,666357,8360731
204,zachary29,1,07,27,85,48,233,9,1017,48,74,1.7,10,0.917676744,389721,4934783
205,cris4,1,07,4,91,62,234,6,1012,54,74,8.3,10,0.023275532,544392,7189951
205,fishfinder,1,07,13,86,60,310,9,1012,53,74,0,10,0.580519358,117837,1797971
205,griff,1,07,5,105,40,204,19,1013,62,95,0,10,0.575107314,108372,2743932
205,jamesedel,1,07,14,89,59,330,9,1014,60,77,0,10,0.83613937,103874,3731492
205,jonahevans,1,07,0,97,53,180,15,1013,66,90,0,10,0.026544976,10553,7192037
205,kyle109,2,07,0,85,60,122,8,1015,56,75,0,10,0.019702054,582103,7510972.5
205,nv_multispeciesfishing,1,07,19,96,68,241,13,1012,73,94,0.1,10,0.026183897,535133,7192508
205,stanvrem,1,07,56,67,84,257,13,1022,59,64,0.2,10,0.853618249,615980,8069047
205,steveg,1,07,37,83,80,49,9,1009,67,77,3.6,9,0.042069027,45201,804143
205,tortuga_rapido,2,07,56,73,74,312,17,1012,62,73,0.9,10,0.021882752,10162,7195810.5
206,donquixote,1,07,45,95,72,174,12,1018,75,95,0,10,0.082520627,77664,7210742
206,ekmoody,1,07,50,77,91,176,14,1018,64,69,1.1,6,0.083567232,382741,7547006
206,jgarwood,1,07,4,81,70,301,9,1014,55,67,0,10,0.326591083,329176,4408188
206,kgardner,1,07,77,84,88,109,2,1016,64,71,3.2,7,0.014742346,350861,8291365
206,nawloomis,1,07,1,71,48,233,13,1016,32,60,0,10,0.657428614,3193,1801509
206,p_young,1,07,0,83,72,72,10,1020,62,73,0,10,0.087897436,649264,8216144
206,randybodkins,1,07,27,84,69,218,12,1012,55,67,2.1,10,0.171525583,492790,6548132
206,tortuga_rapido,3,07,54,77,74,15,12,1022,60,70,0.2,10,0.071891928,10162,7226037.667
206,toughnutz31,1,07,23,89,67,238,9,1014,62,80,0.1,9,0.662686913,76321,1801502
207,cohen,1,07,22,102,60,185,17,1014,69,94,0,9,0.682213948,10505,1802626
207,dwalc400,1,07,57,87,79,282,10,1014,65,78,14.6,8,0.157138879,492264,7323041
207,fishesoftexas,4,07,14.25,100.75,52.25,188.5,21,1015.25,66.75,92.5,1.675,10,0.144877381,10601,7646007.5
207,joshua_bradford,1,07,19,97,78,330,5,1018,75,94,8.2,8,0.136604052,655962,8276411
207,kurtmead,1,07,28,83,73,278,10,1013,60,72,0,8,0.138688275,546986,7219615
207,kyle109,1,07,0,92,59,243,5,1017,60,81,0,10,0.128470035,582103,7509794
207,leecain,1,07,0,91,35,325,10,1019,42,72,0,10,0.79808098,25763,6731494
207,nv_multispeciesfishing,2,07,36,95,63,107,10,1019,68,88,0.5,10,0.146587573,535133,7224720
207,robberfly,1,07,0,86,24,215,6,1018,23,73,0,10,0.640186182,13979,3747059
207,soilmagic,1,07,37,101,63,175,13,1013,71,94,2.6,10,0.717952921,314194,3971178
207,thomas93,1,07,5,87,68,247,9,1015,63,79,0,10,0.761027698,523809,6911164
207,walkingstick2,1,07,4,101,53,192,19,1016,71,98,0,10,0.143124159,448026,7229594
208,fishesoftexas,7,07,0,99.71428571,53,200,18.71428571,1014,67,92,0,10,0.231866752,10601,7646361.429
208,gonodactylus,1,07,3,90,32,52,6,1021,28,61,0,10,0.006000565,188597,4513411
208,isabelvr,1,07,0,100,59,179,16,1015,70,93,0,10,0.223723919,101268,7234386
208,jeremymaikoetter,2,07,31,101,63,154,18,1011,70,93,0,8,0.848684557,69593,1809333.5
208,kyle109,1,07,29,87,69,256,6,1018,57,73,0.1,10,0.217362141,582103,7509696
208,merav,1,07,60,74,76,196,9,1020,55,64,0.7,10,0.833390289,34038,8748498
208,mjbfishing,1,07,32,89,75,258,6,1013,67,80,0.3,10,0.24741791,546525,7239536
208,nv_multispeciesfishing,1,07,15,100,60,80,10,1014,68,91,0,10,0.838641287,535133,7092995
209,aaronramon,1,07,7,84,58,218,4,1018,47,67,0.7,9,0.30956532,62176,7317032
209,brenledbetter,1,07,11,106,43,232,14,1011,67,98,0,10,0.300886485,63946,7245482
209,chasefaullin,1,07,0,100,54,192,17,1015,68,93,0,10,0.257775855,498366,7241928
209,cosmiccat,3,07,11,102,63,257,11,1012,73,98,0,10,0.313811865,34728,7250615
209,eric_keith,3,07,0,97,71,235,11,1012,75,96,0,10,0.338028783,147168,7428930
209,fishesoftexas,1,07,0,101,46,191,16,1012,64,94,0,10,0.310126349,10601,7646541
209,gressington,1,07,35,78,73,244,4,1018,48,63,13.7,9,0.309675528,316076,7261213
209,hilbillyhippie,1,07,31,79,72,338,8,1012,55,72,0.1,8,0.340391011,553261,7333834
209,inkie,1,07,0,76,34,282,9,1016,33,63,0,10,0.679007602,300745,4963232
209,john305,1,07,22,87,59,292,6,1018,46,67,6,10,0.330534649,555718,7293327
209,josephferrarotheshadoworb,1,07,70,97,72,192,8,1012,73,93,17.6,8,0.386867487,275875,3756179
209,koinpro,2,07,5,76,76,35,18,1014,58,69,0.3,9,0.334913289,284003,7292447
209,mjbfishing,5,07,27.2,81.8,79.8,70,12.4,1011.4,65.4,76.8,2.06,10,0.298790932,546525,7284582.4
209,rcurtis,1,07,31,80,80,27,14,1011,65,76,0.9,10,0.32730547,4860,7257089
209,redwngblkbrd,1,07,22,77,80,41,12,1017,61,70,0,10,0.314563062,568900,7454611
209,silverleopard101,1,07,70,97,72,192,8,1012,73,93,17.6,8,0.386879179,261523,3756149
210,amlambert11,1,07,17,84,73,55,12,1018,62,75,0,8,0.41758083,183583,7265257
210,bobby23,1,07,18,79,64,26,11,1014,48,67,0,9,0.422730073,516268,7267542
210,fatroosterfarm,1,07,15,78,64,33,8,1014,47,67,0,9,0.414984561,112646,7331297
210,jokurtz,1,07,5,89,64,112,12,1016,63,81,0,10,0.923842758,267179,3636141
210,mikepatterson,1,07,26,71,82,330,9,1021,54,63,0,6,0.413418142,15366,7268488
210,skrentnyjeff,2,07,0,77,75,85,7,1020,60,71,0,10,0.414480489,257635,7320287
211,bob777,1,07,17,94,57,88,14,1015,70,93,0,10,0.504891123,24071,7283494
211,cameron30,1,07,0,89,70,48,8,1018,60,75,0,10,0.528701217,552850,7284355
211,cosmiccat,2,07,4,93,61,46,10,1016,65,84,0,10,0.500389383,34728,7289002
211,eattaway92,1,07,1,86,69,47,8,1017,59,74,0,9,0.51301367,151498,7285592
211,fishesoftexas,11,07,19.90909091,100,41.81818182,163.8181818,12.45454545,1016,61.81818182,92.27272727,0.027272727,10,0.992086204,10601,1837050.727
211,jefferykarafa,1,07,17,90,69,65,9,1019,61,78,0,8,0.507077739,487427,7341478
211,jott5,1,07,6,82,82,76,11,1021,64,72,0,7,0.522773664,532579,7289446
211,red_wolf,1,07,2,89,24,223,13,1018,34,76,0,10,0.975030419,107672,1851351
211,umpquamatt,1,07,0,93,56,239,8,1021,52,77,0,10,0.530561381,416993,7303467
212,alex_bairstow,1,07,6,72,71,76,6,1020,47,59,11.9,9,0.538262642,317669,7400089
212,arbutterflynut,1,07,9,90,67,127,5,1019,63,79,0,10,0.628755811,399516,7301458
212,bearboy10,1,07,62,73,67,88,14,1017,58,70,0.1,10,0.128972648,493668,6412418
212,bennypoo,1,07,23,102,40,56,12,1015,64,96,2.1,10,0.996064885,87743,1872680
212,bobby23,2,07,1,91,68,215,5,1017,59,76,0.5,9,0.598271371,516268,7294692.5
212,fishhunter,1,07,8,86,18,170,8,1020,23,71,0,10,0.996803899,300103,4003313
212,glnrcamp,2,07,9,83,77,146,9,1019,63,76,0.3,8,0.625749207,555096,7299287
212,jokurtz,2,07,56,32,97,0,7,1012,62,63,0,2,0.755115831,267179,3636143
212,laligurans,1,07,62,58,89,265,15,1012,51,55,2.9,9,0.102074693,346752,4294805
212,marillionjade24,1,07,0,94,52,68,15,1016,63,86,0,10,0.631970034,143755,7306302
212,robberfly,1,07,18,81,38,89,8,1017,39,69,0.6,10,0.619843615,13979,7307736
212,toxmace,1,07,40,98,68,224,7,1012,74,98,10.5,9,0.998458891,341557,4293216
213,ashbeem14,1,07,68,77,86,59,10,1016,63,71,1.9,10,0.047278495,329903,4116048
213,bobby23,3,08,10,91,72,147,3,1017,61,76,0.1,8,0.697577156,516268,7326774
213,cmus,1,08,14,88,21,114,7,1014,28,72,0,10,0.973607459,111379,1914605
213,flabellare223,1,08,7,82,85,249,10,1017,66,74,3.6,8,0.690740784,359145,7383122
213,oz4caster,2,08,9,98,48,115,8,1015,62,88,0,10,0.684092111,46101,8625735
213,quiggifur,2,08,4.5,94,56,37.5,10,1015,60,82,0,10,0.97542339,505122,6563793.5
213,rivermalisha,1,08,16,96,54,346,6,1014,49,77,0,10,0.982339839,105848,1823505
213,robbuckbirder,1,08,9,80,74,282,11,1019,61,72,0.3,10,0.30072298,179426,4866118
213,tunefultoad,1,08,6,83,66,288,13,1016,50,64,0,10,0.211855959,657,535859
214,amiacalva,1,08,18,94,67,74,9,1016,67,85,0.8,10,0.768640442,369934,7337594
214,cosmiccat,1,08,7,102,36,92,6,1012,54,89,0,10,0.95001191,34728,1826935
214,cvnp_wildlife,1,08,13,84,71,219,8,1017,63,77,9.2,9,0.768697689,23029,7450384
214,fishesoftexas,13,08,3,104,38,81,8,1011,55,91,0,10,0.918947194,10601,1843576.769
214,fishyfish,1,08,25,93,67,192,3,1017,64,84,0.7,10,0.79264079,545561,7323984
214,griff,1,08,0,100,46,191,20,1015,63,91,0,10,0.021996889,108372,3789470
214,jgarwood,1,08,0,79,71,323,13,1019,55,65,0,10,0.996809691,329176,4438198
214,jingtongli,1,08,38,89,72,212,5,1018,63,78,4.1,9,0.791508637,577752,7471210
214,jokurtz,1,08,40,76,68,172,14,1007,61,75,5.2,10,0.100845943,267179,3636167
214,jtdriver,1,08,46,83,80,244,6,1016,69,77,7.4,7,0.040251141,294872,3829709
214,pmk00001,3,12,48.66666667,82.33333333,75,136,11.66666667,1017.666667,64,77,8.533333333,9.333333333,0.551868972,204678,7949813.333
214,sallen,1,08,7,91,62,224,6,1017,59,79,0.2,10,0.781914164,12736,7527172
214,tessera,2,08,24,87,71,175,7,1018,59,74,0.4,9,0.766439765,284767,7318877
215,anudibranchmom,1,08,77,93,65,246,5,1018,72,86,8.6,9,0.002122532,26610,3880748
215,apearox,1,08,44,64,85,188,6,1005,52,57,6.2,9,0.00184046,367308,4778124
215,backcountrychronicles,2,08,3,84,30,232.5,7.5,1015,35.5,71,0.05,10,0.855850923,43456,7879498.5
215,barrierislandnaturalist,6,08,52,89,70,190,12,1012,73,91,5.9,10,0.8427469,54550,1833111.5
215,bobby23,1,08,32,89,72,199,6,1018,60,77,0.7,7,0.860271353,516268,7338124
215,connoromalley92,1,08,11,74,43,252,14,1013,35,60,0.8,10,0.131861153,19758,363080
215,fishesoftexas,20,08,8,103,61,201,8,1012,69,95,0,10,0.844297859,10601,1841303.65
215,genebem,1,08,10,93,62,40,11,1017,67,86,0,10,0.461481126,43801,814553
215,jacobstock,1,08,1,87,29,220,10,1015,39,74,0.1,10,0.848244233,657177,8731343
215,kpgrealish,1,08,62,75,88,63,6,1020,60,66,0.4,6,0.001134416,244398,3789032
215,mfria631,1,08,0,90,54,247,4,1016,70,86,0,10,0.000943191,318214,4009573
215,nathanwhalen,1,08,45,80,83,164,11,1014,65,73,12.4,8,0.860023564,640958,8121300
215,nursoph,1,08,18,94,67,74,9,1016,67,85,0.8,10,0.802788073,307920,7603215
215,p_young,1,08,27,84,77,212,9,1017,67,78,9.4,9,0.801273922,649264,8216010
215,randybodkins,1,08,5,87,64,254,8,1018,58,77,0.1,10,0.847205657,492790,7335979
215,scottking,2,08,83,68,92,238,15,1016,56,58,18,6,0.847421628,65504,7339922.5
215,tortuga_rapido,2,08,11,82,82,212,10,1016,67,75,15.3,9,0.846158746,10162,7349404
215,yasingi,1,08,66,76,83,66,6,1021,59,66,12.1,9,0.000617181,8956,4081242
216,amlambert11,1,08,2,77,64,237,11,1019,53,69,0.2,10,0.914500846,183583,7364128
216,bheitzman,1,08,39,70,82,283,8,1012,54,60,1.6,9,0.040187064,13594,357005
216,birdfly,1,08,26,96,52,40,6,1017,63,88,0.1,10,0.740180494,156461,4444904
216,crittertrackerboss1,1,08,5,92,69,183,10,1014,66,85,0.5,9,0.918700625,253359,7354592
216,finatic,1,08,19,78,83,205,21,1008,64,72,1.7,10,0.752714264,10285,1892895
216,fishesoftexas,11,08,32,99,67,203,8,1013,72,94,0.5,9,0.763276301,10601,1841664.909
216,jacobstock,1,08,1,87,29,220,10,1015,39,74,0.1,10,0.877807106,657177,8731312
216,jonahevans,1,08,26,94,59,76,10,1015,68,90,0.8,10,0.926257889,10553,7355990
216,koinpro,2,02,58.5,80.5,73.5,203,14.5,1012.5,60.5,70.5,1,10,0.460690979,284003,5909881.5
216,kueda,1,08,2,88,53,204,7,1013,51,70,0,10,0.077423321,1,359765
216,martycalabrese,1,08,2,89,61,34,9,1016,64,80,0,10,0.007043345,169089,3797907
216,mkjohnson,1,08,26,76,84,315,14,1016,62,69,2.6,10,0.918530599,600491,7725565
216,pagophila,1,08,38,100,52,148,5,1013,62,88,0,10,0.740896975,393377,6675390
216,photolizm,1,08,60,94,76,252,5,1016,69,85,1.7,6,0.926251469,249927,7352985
216,pwvail,1,08,18,67,60,271,12,1017,37,55,2.3,10,0.91109618,737943,9212282
216,rkildron,1,08,17,91,70,272,9,1015,67,84,7.9,9,0.871556075,600161,8362803
216,troutbum1374,1,08,39,88,81,300,6,1017,65,75,0,7,0.551898961,114381,2334842
217,blazeclaw,1,08,40,78,51,220,7,1015,47,69,0.4,10,0.962278794,491170,7411662
217,ian66,1,08,18,86,72,234,8,1017,61,77,0,7,0.965008261,527757,7364586
217,jeffmci9,7,08,24.71428571,94.14285714,70.71428571,158.2857143,12.85714286,1014,72.14285714,90.28571429,2.8,9.571428571,0.965963481,435598,7372043
217,joe99,1,08,58,85,71,223,7,1009,60,72,6.4,9,0.011930801,19151,379831
217,joonastammivuori,1,08,39,59,81,206,9,1004,48,55,11.8,8,0.032940832,373313,4660333
217,kueda,1,08,5,85,61,244,11,1012,58,77,0.2,10,0.966157657,1,7368864
217,ppark728,1,08,8,89,74,125,6,1015,69,83,0.1,10,0.694247391,43879,861978
217,rebecca76,1,08,16,94,75,157,12,1014,74,90,2.7,10,0.957124635,298217,7367315
217,sarahroberts,3,08,0,101,57,210,8,1013,71,94,0,10,0.039674164,38701,4446816.333
217,tallastro,1,08,9,90,59,319,9,1015,61,84,0.4,10,0.958260593,256327,7365312
217,thearbiter,1,08,36,78,72,151,12,1016,53,66,1.9,9,0.954942385,567874,7393319
218,cliffh,1,08,9,83,49,286,9,1019,53,75,0,10,0.988472356,310517,7378610
218,dwalc400,2,08,41,74,84,143,6,1016,58,65,4.5,9,0.992253322,492264,7381520
218,fm5050,1,08,61,87,76,154,14,1015,69,81,1.8,10,0.101530774,6075,4605194
218,jokurtz,1,08,37,82,73,232,4,1011,65,77,5.6,9,0.532942581,267179,3636170
218,knightericm,1,08,14,97,58,154,9,1015,66,88,0.7,10,0.712789057,23016,824773
218,ryan215,1,08,0,92,58,236,5,1012,54,78,0,10,0.992522045,716156,9029483
218,sarahroberts,11,08,7.272727273,100.2727273,62.81818182,209.6363636,7.272727273,1013,72.81818182,94,0,10,0.082428109,38701,4133155.182
218,stclairdp,1,08,18,76,74,266,7,1019,51,65,0.4,8,0.993396932,547173,7383424
219,chadlego,1,08,14,72,66,115,10,1017,50,63,0,10,0.999436555,584169,7555824
219,dankrumm,1,08,29,81,75,239,6,1016,59,70,0.6,10,0.999790447,625942,7892221
219,dpom,1,08,15,76,35,262,14,1016,37,65,0,10,0.009046061,16101,1793706
219,flabellare223,2,08,11,77,77,323,9,1014,60,71,0,8,0.123353211,359145,4450628.5
219,henicorhina,1,08,31,77,71,339,8,1017,53,67,0.7,8,0.999534646,19563,7458878
219,jseo,2,08,41,76,80,237,6,1017,54,65,4.9,8,0.999570419,484557,7429938
219,leecain,2,08,15,89,67,346,7,1017,53,67,0,8,0.878308537,25763,5051612.5
219,michelleluster,1,08,7,100,48,213,12,1012,66,93,0,10,0.169038084,247273,3816884
219,nativefishnic,1,08,7,104,47,205,14,1012,66,95,0,10,0.166843055,16784,3868056
219,nv_multispeciesfishing,1,08,56,96,80,202,8,1011,75,90,17.4,9,0.147650853,535133,7093909
219,paul70,1,08,43,79,63,79,13,1015,64,76,0.1,10,0.166400333,283463,3816387
219,rangeremily,1,08,35,85,73,296,15,1007,64,77,3.4,10,0.142561864,279085,3813257
219,sarahroberts,7,08,5.714285714,101,62.71428571,226.8571429,8,1014,72,92.57142857,0.428571429,10,0.145688774,38701,4012494.143
219,skrentnyjeff,1,08,9,66,74,218,12,1017,51,60,0,10,0.999713131,257635,7528412
220,adamernstberger,1,08,45,90,76,249,7,1011,66,80,0.1,6,0.398960444,439636,5554836
220,ericwheeler,2,08,13,83,43,236,9,1011,41,67,2.3,10,0.22825297,292287,3824328.5
220,henicorhina,1,08,31,77,71,339,8,1017,53,67,0.7,8,0.999265767,19563,7400144
220,jott5,1,08,63,75,92,23,10,1016,66,69,4.9,6,0.999238895,532579,7429992
220,rkildron,1,08,39,77,77,135,7,1014,68,75,12.1,9,0.172125,600161,8724782
220,tigranmetz,1,08,26,87,73,64,6,1013,60,77,0,8,0.348573687,125718,1878470
220,tortuga_rapido,5,08,0,76,61,328,13,1019,55,71,0.1,10,0.991863125,10162,7570757.4
221,bbunny,1,08,0,76,66,226,7,1013,54,68,0,10,0.845148827,1850,27329
221,brook,1,08,13,79,71,285,10,1021,53,69,0.7,9,0.956123873,13710,7424358
221,grant12,1,08,26,89,76,173,24,1014,76,92,0.1,10,0.328995136,295587,3838967
221,henicorhina,1,08,4,83,64,284,9,1018,53,70,0,10,0.98325513,19563,7459034
221,jott5,1,08,9,80,74,137,7,1021,59,70,0,10,0.948182209,532579,7429993
221,markkir,1,08,9,87,64,158,8,1017,55,75,0,10,0.255790139,41823,1849421
221,mr_dutton,1,08,5,92,44,41,6,1022,54,83,0,10,0.957731046,549533,7428313
221,nathanwhalen,3,08,27,81,73,207,14,1017,61,72,13.6,9,0.957659835,640958,8080237.333
221,nv_multispeciesfishing,2,08,49,93,63,175,6,1015,66,87,1.1,10,0.227114209,535133,7092993
221,rangersara,1,08,48,78,75,188,6,1019,56,68,1.2,10,0.962452313,499533,7421617
221,rebap123,1,08,8,85,69,156,9,1019,58,71,0,10,0.979573524,84734,1438426
221,tortuga_rapido,6,08,10.66666667,82.66666667,64.66666667,255,6.666666667,1022,58.33333333,74.33333333,0.866666667,10,0.961217654,10162,7592793.667
222,amiacalva,1,08,35,98,63,178,8,1017,72,93,0.4,10,0.903996532,369934,7437526
222,chadlego,1,08,47,80,66,214,15,1016,57,71,5.6,9,0.91399551,584169,7527906
222,cporter,1,08,21,80,73,195,9,1019,59,73,0,10,0.913535752,312809,7435997
222,csavy,1,08,69,73,84,335,12,1015,57,64,2.4,5,0.191798268,19061,2006501
222,erikamitchell,6,08,48,78,59,265,5,1021,50,65,0,10,0.395528709,12158,4219558.833
